,Unnamed: 0,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,salary_0.0,salary_1.0,salary_2.0,job_0.0,job_1.0,job_2.0,job_3.0,job_4.0,job_5.0,job_6.0,job_7.0,job_8.0,job_9.0
11851,9882.972723147584,0.8289774956641252,6.2515664755925755,189.24959892194147,2.8244301897082673,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8522,8525.253451855995,0.33983080950311445,2.670363658548416,200.2965634543254,2.301865598714413,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7199,13193.70873033877,0.6560610151513483,3.901855061052031,370.338007073589,1.9739985655545762,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8331,9149.433190684622,0.8540567165688694,4.374101291951068,200.7828737535502,1.8943887423837102,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3126,1783.2768286183816,0.6706634389040607,3.130676201675965,147.8167557465109,2.6483465567805395,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,589.7938653367303,0.5055958187947213,0.5058499543813386,166.54993979321517,3.0440698813154947,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9824,8686.604966450403,0.6415938887211201,1.489400476955364,135.89952812068927,1.2213004449823937,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,-289.8194011524502,0.2587626429051223,0.6336382403772458,96.07066880098827,6.165107849307157,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10121,-3313.1823944289554,0.7281482332759986,3.0499876495187834,318.46923452512436,1.1003663577447091,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11629,7321.426934364682,0.9016266819965681,3.7978012494748663,254.84848448285402,8.583937258825623,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,3183.494403472212,0.4840259268033714,2.2896457125389458,161.07763898932208,4.804190300634024,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13533,17654.16498655366,0.7143018256770014,2.6880119035561805,169.47664092979787,1.645127835535666,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5353,7634.954999508493,0.3046275009732063,3.492348006989766,184.4063042844216,-0.42146692352717263,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12841,9672.680379264268,0.676828567434582,4.57727415235518,42.06788273609179,5.217216039925459,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8823,11400.897419788856,0.7107361743217069,3.5559611545072034,231.47178350328042,1.1936284124539023,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1610,6326.434525119157,1.4941033996329467,4.3937965123173,249.65669476845622,5.07907813772988,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
939,-4301.623491670831,0.7551578788596215,1.4925146252942347,207.04520860145232,0.9649511221377871,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5379,4268.4049273656965,0.6661541318107805,4.892384805202662,264.1503377386857,2.599402356249414,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4023,9857.9413945531,0.7490105046951286,2.977499051394299,127.42481569348992,-1.081490807423478,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10298,10015.849665314532,0.9415050561722447,3.51614599521674,110.69225086894602,3.6306697340866227,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11912,15481.653771531057,0.6854433452366246,1.9403370810092326,236.9379742068604,2.2296018463852003,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11031,14141.124448420785,0.6121304673589575,2.898869805106304,310.9382261335517,3.8545187018834364,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
745,-702.0855469427031,0.8696906160159479,5.910376325221743,246.392495132407,2.85486824745463,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4083,-11841.282205860482,0.9096171032705446,4.147693197468949,149.5583817277013,6.692823840740641,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8598,14840.212128067495,0.5256654005739207,2.919511976582404,235.01513517143405,2.3894569441070086,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2877,3398.2647130930404,0.7197036339348591,0.9098974413385821,286.77520497824605,4.0700290837525746,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8370,-197.53723557906233,0.6561203965524622,6.881427355644787,232.6972413156959,3.4933167994082552,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4701,6168.164385470999,0.8792668239407191,2.1752872410002286,218.513288311088,2.5001610447705804,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1741,2736.30668600781,0.2524168723824245,2.9672787162675887,237.94065504384875,0.621562975244486,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9270,19205.365021004298,0.3003572424971702,2.6315927439509474,298.64037423424554,2.8879110791395632,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2651,2536.613647576589,0.8203414214695707,-0.9805594404988995,181.46395895757078,-0.7685597913473274,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8868,10945.116538510316,0.5144368739379208,3.7610388354219397,246.29190490636188,1.0002088424739752,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3002,227.34833188963148,0.7990728049324971,3.0619156369106055,155.07616170556523,3.6034036988161033,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1821,-202.2802942132662,0.917087105186531,5.603687028573166,222.26433684528337,6.535630825176056,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8704,4696.277542252492,1.0365418635142387,4.275159744488192,271.7693852419749,4.026402972705875,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,5606.962970974851,0.4327333809572409,2.83820761233974,152.01138526429722,3.1081650502289495,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
12184,17059.407298293067,0.5318345413992871,2.275052554094428,159.5185988784193,6.052442543494102,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
957,1379.0549773571367,0.42432780341845955,-0.5762193148858588,159.4236354786428,2.3582917947564446,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2110,-811.8909972776364,0.9396527291649607,5.326081818866375,181.43373574431283,2.4167967161307655,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5397,414.90113985226344,0.858222796281905,4.815946386981867,322.86061277790145,2.3848526956453346,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4691,4781.13838091997,0.5235407048134844,6.496276197990016,88.3695858813343,4.546294936209438,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1660,-4483.498683929021,0.5208107301546827,1.9552606111230544,120.87090237148966,5.1166850477428305,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6889,10154.151508083509,0.7787626632849839,7.926564027945214,276.76159067797016,5.047799990256497,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9187,9988.536028050747,0.7238954075882978,4.445500647656387,207.4900408989416,2.5050900287628446,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13352,10954.637108822899,0.6548624976021621,3.1587940884062027,160.86219388196378,3.361850935033003,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
655,2640.8877352137315,0.9795233245234672,4.023728864549978,220.4705533575981,7.461664041743555,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14273,15568.164342891008,0.4950494800755899,5.6195468087911955,243.8451171666807,6.9041884408331775,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10804,7393.1904001013245,0.6405214235701063,3.40079145984284,198.03941354453582,4.966676086887702,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13984,19192.765708103358,0.4832776262546361,4.8890419964447736,231.6099759104901,1.8838983463414016,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7971,12626.788557920674,0.6764607985352814,5.8705838300343,249.33274325098554,2.8365521891636076,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6177,7329.1890843944875,0.5786859137700199,5.182591233076905,196.34925834256842,-0.26600341911076253,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10085,9774.295544137862,0.6680069700589192,4.013713998342529,142.71115913626008,5.018216312430634,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2199,-1059.449189376715,0.9540200215480026,1.8982349356508654,225.1925754524415,2.984487655166793,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,4454.059538775036,0.6355123676802108,4.07998491186631,181.74370799345,2.488289241095249,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4640,3640.4144065071373,0.4811915762871942,3.798934025661859,173.4044273109801,1.139919577317079,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14984,16399.136620515605,0.7627414401422177,2.553684361327571,186.40943639765356,0.37744349628850715,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13039,11099.368956212644,0.5723634302117562,1.323215310632471,266.8578995867516,2.4389522365311787,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11422,14176.417163273823,0.671603308719023,1.6271161868740438,248.1232924754976,0.29838325685882383,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12239,15103.534300235784,1.4603613756168339,7.045520103781854,198.06671695871728,3.8267863096704353,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12445,21083.142379272394,0.9589181615700536,6.814745690354908,222.2581168150641,5.6890140094459625,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,-1935.78344612109,0.41040164087540737,2.287609251171296,132.2374888444382,5.615338874500697,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11854,-3731.316969331321,0.7222910566090195,4.026269278172451,209.1391053515902,2.945638714038535,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2625,1601.6078893962872,0.8836597105436877,1.3024287856894028,159.3211914013717,4.971313470455666,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9826,9708.731384332576,0.6367065554627251,4.356721084479858,179.6124634122047,2.0808405673697905,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7960,-11881.66927440435,0.9714443126127957,5.745518698517885,282.17816811596435,-1.4342448311698357,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5174,4990.255908118712,0.9824270027702021,4.814118007100408,291.79092840354895,3.0320076062927064,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10163,8629.42734544399,0.6235867543438101,4.464184975577158,243.08589096868656,3.4320127291303075,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3148,11665.10822210483,0.5600049394770981,2.775964658850734,229.2956487139056,5.0034479564809615,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8943,6166.340176569201,0.5812118973540185,4.585908808275127,-46.87018173951219,-0.009175804271144283,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2873,3545.5193302070506,0.9614237332058684,6.533290412084216,174.77325339621547,3.856400190167718,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3916,5284.614146018475,1.5579027689401277,5.474373370291452,127.38467624000788,3.576331146359487,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7305,8642.677260009412,0.35255125011009725,4.757649415137444,151.207170123918,1.3181640784058604,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5489,73.22157447734662,0.7737621941532558,5.081093884321551,201.33788462789903,1.607415085716494,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7091,11831.788901667853,0.9816087482658568,5.8172239819588984,134.30955992458112,9.209877306727481,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8018,-1805.9035675945124,0.05060082109747843,4.188983978313466,253.6229136281242,3.423442310058741,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
76,1777.1471494113946,0.7845916480331687,8.84133909750023,252.77310831174646,3.98259079240445,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7181,9163.135690236297,0.7534144711358953,4.787633468227221,270.8700023329246,1.4848633356556933,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
13027,16286.085792271542,0.46580645639598084,2.6635949912422596,156.43817549942008,2.96327094028064,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
13932,16817.721191548462,0.742105401392007,4.1405737230641035,199.42472524413526,3.4875562148928925,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4947,5620.906024913933,0.4005709346031034,2.8048560589916924,164.56697929956096,6.398788524456595,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7819,7112.450442937516,0.784553913752001,2.8781548330706093,259.4549270067924,2.737455379290922,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2260,6755.121805657618,0.852925608408951,3.606894710773488,244.6441045499517,1.881444374005666,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1775,3964.055608693217,0.9646840619246235,6.379121824594493,152.96749186166556,4.972255146734236,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13953,12391.720658528775,0.5358721631456078,8.318721077228039,114.4949488936588,6.5895588166063535,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10505,9776.667505978248,0.5163264024835443,6.7240425894201685,247.10785602184754,1.9741211175204503,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,2612.7052559992685,0.6926244561564046,3.518250751965228,151.79148544651002,3.3288761500315207,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12063,17293.730560035274,0.539007615500854,1.9708925087039397,127.08361959306794,2.209059928899167,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4007,1095.5348000734211,0.7862047617024313,3.777113963360288,89.74997222308625,4.220428367879723,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7405,5826.536150606479,0.9886995204102436,3.225247786017451,138.1533593808522,1.400082449983566,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10876,9919.942398550504,0.869428653752794,2.3021125211241364,242.8664858380851,2.5369317866006034,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14504,18826.59726296749,0.9228229712546847,5.872580505034724,308.77508681568787,3.6471860965716925,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4810,7234.879059326138,0.8875356259298705,3.915914204707345,258.59097626329,3.1460542420577355,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3181,1383.5389968726456,0.680864174855875,3.1364175708975264,207.00046479770643,5.0274591756854665,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5814,-2886.070561336408,0.8015641596044798,6.902333850608285,167.08478870275394,5.270789385468068,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1076,1466.6190638890762,0.8340442049227715,5.450310177301369,271.31059615536674,5.000358067838943,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2338,5546.971410006097,0.5405349380498439,3.9023638123975006,158.17897432359544,5.779605774953575,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8404,11966.993673807223,0.5480460239437448,3.367025736407142,321.657204242028,2.3214349137585275,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1885,1309.618436885503,0.8182633877951904,5.826326906855912,336.5043368086316,1.3278972783304734,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5910,-5070.127737514704,0.20077477898388482,2.264281290822309,193.105646109016,1.0592269616895589,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
14433,15198.675383415137,0.6262619359645113,2.571170573621408,287.62097323822775,3.785853031206215,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4323,974.6865200963698,0.6428089057668172,7.088447087462705,237.77874564854017,3.480610056501058,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4949,7561.897048809673,0.9490970917559122,4.904576834431875,135.10226642630997,3.798106177280673,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5857,6265.186814216866,0.48513133856695906,1.3830623716404564,160.202441858821,3.379006034776205,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9999,9831.78467108077,0.5311249193262271,5.576687816405995,73.52690357956553,-3.1502791413566555,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14319,14603.596351901253,0.8716840175127846,2.8694351868673182,230.11521968696303,4.357978549006315,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2759,1990.2863246644995,0.8242846644048293,1.8242253631921856,233.0651899372171,2.698583056757382,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13093,13119.2958641565,1.3539948059124431,2.5667902031014407,250.3991363566995,1.0473918619873865,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12773,10609.457269172954,0.5612667889611569,5.121073966478137,154.83304424374327,0.4698998473841294,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4030,1828.4836509923925,0.5336900703158367,4.419312045652915,200.7521724518576,4.415740131705148,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,4154.790335582957,0.8358688359844599,3.072191688336082,196.9976729357033,3.3749641939864166,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,11376.258803423261,0.5052266924751283,2.3361046557134073,133.97619792257527,3.1589575832543786,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,-2096.717401390372,0.4889651018620126,1.2662221766159187,89.71004528110838,0.16999452541090765,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10665,13864.172590515107,0.570151502688182,4.934041485015776,222.10298863682553,2.0684374329752426,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4281,8532.72747283107,0.663616527658042,3.708462766200926,105.4745232873016,2.2907326601730937,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7585,15990.783568159462,0.7136680648699539,6.675078356480597,349.3877521545816,0.23002611474607138,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9558,7753.012761699109,0.9044884159443339,4.692783074178596,182.09657719626193,3.012764047308112,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3102,2324.469147881726,0.5340986097259726,3.0740954404144376,208.737455215164,4.366170791694399,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2465,-3548.3604705925873,0.5874102142241634,4.298586249165942,137.55072970444144,6.119908986914098,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11069,12414.130150636178,0.7294968838372861,3.771878418409849,252.82962381419298,3.7303775006109645,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12590,13533.30469970608,0.7812475157647927,1.9717609578246924,134.15692601023105,1.511629848992524,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
449,-2346.1490958210247,0.9769885265305134,6.44037881117292,207.03640134727814,5.075397734457636,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5436,10456.818866137015,1.119357089063215,4.634207449596665,254.64570306201966,4.409203291341735,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12163,7002.092177956459,0.7245137572495778,5.824807371297897,208.2181524081653,3.6901207482818155,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3621,9687.17328560404,0.7041514650787701,3.379671806370892,165.00820162812911,4.930015819201113,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2317,3987.6934050547034,0.5648443369153504,2.476892189760015,148.99890302827913,2.5689618504465765,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13903,15926.550054230307,0.8895958855267276,3.995192150316468,41.82498012070039,2.45532533049436,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2185,-4139.154604687741,0.8641521829573777,2.917606522298572,190.0378420839417,0.6430049421416224,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4477,17435.802060566784,1.2985141400741198,3.0294791972502404,215.62149840734574,5.592872133588907,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1890,1353.437240732403,0.9433274703071328,5.427430384502743,238.4890933869649,4.016947740549624,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1155,330.5622484967737,0.8549062127934512,5.810608830831195,284.11283298362235,3.916143157690611,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9704,10833.079080523441,0.8458917446281372,2.739587885643414,242.43450267805494,3.7809317182658764,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8177,8225.99821960688,0.8309492234087663,4.551752815993689,481.5568148571059,5.464935525465371,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7042,3899.33898860476,0.8065736023081834,2.361404527823484,301.2744643593347,2.9245308558201497,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1728,-357.4016954872445,0.6025210956748316,4.073390905229745,168.6798875491044,4.074482511303156,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
