,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,salary_categorized
12069,0.0209378561832,0.214581705044,-0.0712797625752,0.286344950637,0.216585113491,0,1,0,0
5614,0.52224227228,0.181102869288,0.383736112827,0.347555356785,0.0853147858706,1,0,0,0
5169,0.354568671018,0.0923481946389,0.434744543029,0.214468677952,0.0354088896726,0,0,0,0
3282,0.43753034059,0.669362361674,0.231020666995,0.861139018644,-0.133938822829,0,0,0,0
2457,0.483199864986,0.362423798505,0.328611591462,0.451500324554,0.394557985077,0,0,0,0
9970,0.837786591639,0.959826884881,-0.0119429091906,0.42692515079,0.261046501777,0,0,0,0
8715,-0.0912467534905,1.02319160843,0.600487168421,0.462599993102,0.194658410195,0,0,0,0
5852,0.915072400645,0.474991187581,-0.0456806558651,0.509095009359,0.981688381882,1,0,0,0
13427,0.712273200516,0.614214967724,0.301261672431,0.493575293646,0.798140884076,0,0,1,0
5627,0.636986238437,0.807758864831,0.64719131345,0.937004111091,0.28163357145,0,0,0,0
4745,0.65556005626,0.117462033893,0.251833794829,0.337976124475,0.457874717894,0,0,0,0
12443,0.952917104494,1.06103391909,0.461065623067,0.675038759762,0.285588195706,0,1,0,0
7144,1.06134254525,0.687007951162,0.3032461347,0.516642048464,0.0892567661941,0,0,0,0
9072,0.944160981744,0.567898662954,0.457488996997,0.603139775425,0.222122855693,0,0,0,0
6890,-0.0107692452473,0.687839991154,-0.362460890624,0.843644459759,-0.27518260926,0,0,0,0
12089,0.030105396164,0.527127187796,0.680860072891,0.693613925847,0.352435490203,0,1,0,0
9363,0.723793935128,1.16662932227,-0.245234757176,0.219798651034,0.0317069600605,0,0,0,0
11712,0.811774418508,0.427283798235,0.489960400196,0.570910355556,0.0582942405655,0,0,0,0
6536,0.697458671343,0.780752317617,0.3142127338,0.695186474123,0.121109188463,1,0,0,0
5357,0.644884930316,0.993815202223,0.987387098666,0.214397609775,0.314869286113,0,0,0,0
14956,0.193426813928,0.483108205149,0.0372782247023,0.182670903026,0.145225194588,0,1,0,0
14526,0.649454622602,0.765571872785,0.156748188843,0.699222428569,0.648463283581,0,1,0,0
5554,0.436623249605,0.863064469314,0.66204899142,0.827816455022,0.381493428157,0,0,0,0
7912,0.369391184133,0.482246987521,0.55234407602,0.0658083753127,0.384456758486,0,0,0,0
12406,0.711217374436,1.61734836839,0.624542609562,0.972339195395,-0.103243318252,0,1,0,0
7535,0.788148325484,0.397178664952,0.460928231797,0.305851906001,-0.133069009673,1,0,0,0
13593,0.543640479624,0.0730784936304,0.400805567891,1.05118068485,0.00505495412358,0,0,0,0
8973,0.845967782137,0.559846446819,0.247053030583,0.303094925445,0.212810957918,0,0,0,0
4229,0.6923698082,0.649011273943,0.253500480431,0.252715765324,0.193939666561,0,0,0,0
7700,0.148614775293,0.963912609441,0.254628465585,0.414956451906,0.134634480242,0,0,0,0
12277,0.387225300436,0.868104169619,-0.239025518163,0.621380544162,0.513647035631,0,1,0,0
10586,0.729284315168,1.15067405739,0.460716162668,0.888675220323,0.310222913803,1,0,0,0
4660,0.856014241259,0.266526577364,0.411669748287,0.833248190564,-0.366399428212,0,0,0,0
11974,0.993780815118,0.754116329754,0.598818204838,0.756688890646,0.843250844944,0,0,0,0
4755,0.632357311791,0.260570983147,0.227234583271,0.5483873571,0.0468570252154,0,0,0,0
5434,0.369418668341,0.405213926778,0.533226358168,0.654761795937,0.430401084267,0,0,0,0
14490,0.71533478733,0.470583533416,0.484789264827,0.510316069568,0.235853501947,1,1,0,0
12409,0.328362422406,0.928129034616,0.311251480194,0.609887574777,0.351379593963,0,1,0,0
11387,0.24026606697,0.0653990400744,-0.239191442425,0.46755392645,0.155424303543,0,0,0,0
1793,0.356741049494,0.284507941342,0.500243441082,0.157897447995,0.105018131368,0,1,0,0
1692,0.322763812112,0.210657320942,0.145286948448,0.50730699998,0.0161442543839,0,1,0,0
4786,0.801368228591,0.790023791478,1.15079250016,0.286960120315,-0.0275780721923,1,0,0,0
7541,0.189553332481,0.497450599544,-0.0225262938164,0.96266232811,1.52481665147,1,0,0,0
13676,0.52068379025,0.489179291948,0.125684908731,0.254936285056,-0.0417904198962,0,0,1,0
493,0.00109369816209,0.823968883584,1.9617678044,1.02687782959,0.0749909596945,0,1,0,0
12415,0.628147193427,0.419779263585,0.184217872055,0.362532088929,0.0475899754047,0,1,0,0
157,0.195950764831,0.825247913646,0.748963553184,1.40149798816,0.304504842887,0,1,0,0
13885,1.66475256065,0.656261606188,0.673032311903,0.936742659079,1.04276327619,1,0,0,0
13120,0.594965616507,0.466737022538,0.304043537242,0.685652371139,0.348617785546,0,0,0,0
1463,0.208901315414,0.399851058595,-0.171976065542,0.273549994405,0.552134816005,0,1,0,0
12455,0.446159635782,0.601520846892,0.4284351476,-0.265260417486,0.0956032830463,0,1,0,0
11077,1.05311346234,0.332995959292,0.2522007034,0.192056060144,0.0680859589046,0,0,0,0
6148,1.01942822539,1.09750107923,-0.147128246774,0.148710098732,-0.00391505943269,0,0,0,0
9520,0.436628113524,0.727515279285,0.448067781168,0.91790846791,0.114695508082,0,0,0,0
8759,0.525761200309,0.768807033766,0.474396198165,0.264876095139,0.14444121872,0,0,0,0
2287,0.0767251572039,0.38385262301,0.935022972376,0.134777958432,1.28836984488,0,0,0,0
7530,0.367491144249,0.822342723024,-0.194651984693,0.810180188151,-0.024938676812,0,0,0,0
3351,0.320283778365,0.418563524256,0.715367155606,1.10048369444,0.194706104214,0,0,0,0
9846,0.624993093612,-0.143645923072,0.425576513503,0.428175159165,-0.111565077727,0,0,0,0
965,0.788269524522,-0.036660122083,0.55878185971,0.477320962962,0.424618235389,0,1,0,0
9403,0.80831946251,-0.293627993681,0.106779318075,0.603956258647,-0.00633022574407,0,0,0,0
6388,0.515611053215,1.1937762876,0.534345898501,0.517741494738,0.125277295737,0,0,0,0
2252,0.495558568825,0.911991313321,0.450562618674,0.11553410584,0.128438546294,0,0,0,0
8892,0.225849703458,0.279701894296,0.210469912681,0.328236870548,0.253359520517,0,0,0,0
2578,0.223833758736,1.03223739378,0.262946806633,0.284756583953,0.165268632917,0,0,0,0
438,0.0743118319374,0.769285331785,0.406400127221,0.63806002759,0.228881182498,0,1,0,0
4442,0.576744359515,0.340572492184,0.275127594975,0.743734365219,0.0473222023004,0,0,0,0
8288,0.633942271271,0.0931169338194,0.301081623079,0.636139058344,-0.0519181049099,0,0,0,0
1614,0.195577277228,0.937263067447,-0.174878439903,0.173830105996,0.141890901344,0,1,0,0
4789,1.05511533431,1.23092332798,0.0378350561529,0.724787313617,-0.0608254398044,1,0,0,0
10159,0.255211757722,1.0720743921,0.66372701485,0.678029839589,0.492794844697,0,0,0,0
9462,1.38384253405,0.593495096598,0.149175172311,0.384730843657,0.6035345006,0,0,0,0
10226,0.699511308656,0.604867219434,0.528800955351,0.0772454788608,-0.0386996423367,0,0,0,0
12956,0.504115554209,0.775179127192,0.148135015197,0.791710970228,0.1469817856,0,0,0,0
13106,0.767956898192,0.511856771606,0.233283204033,0.85231693641,0.034479242908,1,0,0,0
467,-0.687176472022,0.967769097803,0.557404152652,0.592639524045,0.163533623059,0,1,0,0
10079,0.648568228378,0.93393058683,0.329856004219,0.238369650271,0.00343868964607,0,0,0,0
8624,0.782704548553,1.15803599727,-0.181296426918,0.342724979471,0.239892787354,1,0,0,0
756,0.785886390565,1.23395505272,0.468472091064,1.00124131392,0.428273389725,0,1,0,0
13846,-0.305410293647,0.893499507369,0.369421794045,0.709920392602,1.00625297563,0,0,0,0
14592,0.41411296067,0.325477707035,0.670213454201,0.63680977059,0.238394316544,0,1,0,0
2688,0.863618466867,0.300917648168,0.52425328574,0.812493089789,0.345079845891,0,0,0,0
1090,0.400443908874,0.332436645113,0.00194283038375,0.124838380092,-0.195533779629,0,1,0,0
7606,0.309070940487,-1.01043834314,0.229807162887,0.621287770428,0.391217690436,0,0,0,0
10632,-0.130257895964,0.94585698375,0.223080659836,0.465328291359,0.153618924368,0,0,0,0
4862,1.20736507871,0.462050201283,0.498026283003,0.518202857437,0.251915912878,0,0,0,0
6109,0.874885545457,0.790036212274,0.0329178227709,-0.204883086356,-0.0513954145968,1,0,0,0
5612,0.497316161855,1.0542381641,-0.0342640423647,0.436954759871,-0.162968242983,1,0,0,0
5389,0.834636207348,1.14862447228,0.0106282056421,0.278438858204,-0.260068850146,0,0,0,0
1374,0.904041520671,0.62389815586,0.512189677109,0.607594380154,0.494167634898,0,1,0,0
5550,0.285551502961,0.735180116952,0.152186513476,0.518694830252,0.496940245699,0,0,0,0
1862,0.028744197587,0.672109626469,0.755548186455,0.800584236944,0.314614386469,0,1,0,0
10172,0.609364169055,0.0782084180725,0.597000454368,0.872313833276,0.115709423533,0,0,0,0
5767,0.531026805169,0.82325417493,0.38534548669,0.0820155135781,0.100937190273,0,0,0,0
13491,0.453420287931,0.642138374866,0.180652566373,0.949477507155,0.698817339406,1,0,0,0
4884,0.726361831251,1.08606027524,0.858728632625,0.929762335961,-0.0537028403031,1,0,0,0
10368,0.256546954136,-0.124523343674,1.31519323297,0.619151299793,-0.0852538343665,0,0,0,0
8625,0.772142638173,0.871458356784,1.01109953493,0.41183928472,-0.202948980786,0,0,0,0
1878,0.338629408436,0.460663938959,0.0310198785952,0.328490178117,0.209422261023,0,1,0,0
14498,-0.0974441829367,0.784067270463,0.663515440897,0.906154227549,0.363196403209,0,1,1,0
14296,0.176033060654,0.767843700391,0.871184744797,0.838464842062,0.00935361101041,0,1,0,0
11982,0.810145799482,0.922147208318,0.170821895195,0.00816675745438,0.818474937258,0,0,0,0
1119,0.33708359367,0.266041654063,-0.00121582946443,-0.280360802128,0.260628718676,0,1,0,0
8673,1.10143103675,0.829764117674,-0.0806608746035,0.774556120098,-0.059164645458,1,0,0,0
8628,0.941916261153,0.56028520775,0.816398874268,0.865888882899,0.0387611265222,1,0,0,0
11898,1.0163196305,0.768698477643,0.425334897922,0.396982126588,-0.0337491815862,0,0,0,0
13544,0.380982782328,0.83402309007,0.261063811036,0.150350711971,0.179651910444,1,0,0,0
14681,-0.50338812359,0.370201546448,0.597699746015,1.04985556892,0.452701202156,0,1,0,0
9589,0.23367601812,0.403233969118,0.14573760787,0.194525867794,0.110514574087,0,0,0,0
2186,0.798227768816,0.382917107049,0.220182155045,0.341281211902,0.184645040549,0,0,0,0
14926,0.751899045096,1.10743214181,0.738351379536,0.701570675266,0.581276733963,0,1,0,0
10769,0.777595235369,1.31794308426,0.309502487688,0.388303883416,0.0170546919639,1,0,0,0
7033,0.849785560547,0.254349175818,0.124205298234,0.232986322242,0.157925405325,0,0,0,0
3996,0.623317654875,1.29849331257,0.446556281696,0.24626758779,0.125864055579,0,0,0,0
13650,0.754837943273,0.860325059551,0.396622086388,0.765020924688,0.0073858433829,0,0,0,0
4387,0.621980358532,0.895634433703,-0.0753660728169,0.533761621857,-0.101180559421,0,0,0,0
1432,0.839696730781,0.938194925297,0.54745329912,0.591645266448,0.258054556827,1,1,0,0
11373,0.853902944728,-0.450698648011,-0.2067525053,0.550276432063,0.301045545805,0,0,0,0
10858,0.311247796994,0.529430292485,0.542428268542,0.729367146944,-0.019422089149,1,0,1,0
8774,0.282951921949,0.355836816809,0.119568572987,-0.000128883833691,0.113246005774,0,0,0,0
4900,1.11194980976,0.908041974707,1.45005884275,0.728014923935,0.14971090593,0,0,0,0
2174,0.782474452831,0.748044208813,0.728551213549,0.571469645064,0.360627935758,0,0,0,0
6778,0.201849731341,0.241775718693,0.767803181918,0.0432585541424,0.325937676488,1,0,0,0
14797,1.56931045097,0.147593174053,0.15439304271,0.259586878067,-0.0640903074495,0,1,0,0
2102,-0.635139384802,0.00641670027679,0.464240054164,0.629113436542,0.0901996982838,0,0,0,0
10371,1.16807693893,0.0761339741602,0.745449531426,0.847619251264,0.463201574657,0,0,0,0
12541,0.889821045172,0.901813643704,0.654433015729,0.901906905577,0.27014368919,0,1,0,0
2656,0.503282709862,0.209712945746,0.528922712348,0.453010347557,0.25676453481,1,0,0,0
6759,-0.454246298344,0.615050326489,0.581976117371,0.463416182836,0.259158734951,0,0,0,0
13564,0.280621834627,0.80057475662,-0.229343793391,0.00828202445333,0.119897254404,0,0,0,0
14480,0.177534878713,0.467288647929,0.65891199841,0.235546593358,0.546607521227,0,1,0,0
1934,0.979799303082,1.40807362875,0.510566090387,0.183144714084,0.419703034217,0,1,0,0
7900,0.36167116103,0.495261244442,0.309390198658,0.512830983454,0.133278204639,0,0,0,0
2952,1.04406407238,0.425411136974,0.553297852213,0.37081231676,-0.20909684295,0,0,0,0
4367,0.716006129064,0.618940993774,0.841960726449,0.530417601918,0.12801235974,1,0,0,0
6518,0.571508695023,0.67863549236,0.861452734145,0.749784013467,0.184637619083,0,0,0,0
13113,0.851124528402,0.862291914851,-0.786083792664,0.377679249779,0.0147462116641,0,0,0,0
11054,0.0174551882896,0.267838909668,-0.120192244978,0.561162862047,-0.113745401996,0,0,0,0
10860,1.25985607694,0.596108972304,0.297754839936,0.561165570781,-0.30939261839,0,0,0,0
6877,0.192226303863,1.14642698092,0.448278273703,1.00149919571,0.262872695237,0,0,0,0
11208,0.837268606435,0.446529570652,0.303883564914,0.300147923836,0.522504179737,0,0,0,0
7039,1.02916287001,0.136901886411,1.1523702109,0.142089584832,0.151244556501,0,0,0,0
758,0.526189996083,-0.33322962074,0.0240259165785,0.335859882674,0.38573699548,0,1,0,0
5035,0.548988671856,0.127139504841,0.415303763846,0.185435949884,0.110563429484,0,0,1,0
3312,1.05260704942,0.294957874531,0.330670995014,0.510920954683,-0.0165707851463,0,0,0,0
829,0.84023655142,0.343543416045,-0.516312262295,0.438452397656,-0.0299463178788,0,1,0,0
4504,0.131803703955,0.549684160626,-0.151329393287,-0.0664111492179,-0.049383163402,0,0,1,0
8198,1.41494433557,0.285919783546,0.346755974289,0.494567894503,0.184805678448,0,0,0,0
7068,0.064005844953,0.774437939851,0.737447918204,-0.321553184785,0.235602124499,1,0,0,0
5350,0.379990111363,0.419193181163,0.45249800801,0.188988581245,0.316141930971,0,0,0,0
4450,0.191218886221,1.21598390727,-0.0260035717398,0.0321519732771,-0.276811438526,1,0,0,0
8327,0.557377033415,0.323335098313,0.265088351689,0.126702041982,-0.10760519975,0,0,0,0
2447,0.415207798845,0.964992802157,0.32191332921,1.01033643546,0.123400733466,0,0,0,0
11720,0.395237051208,0.409255189925,0.202434578753,0.235881246579,0.084846045455,1,0,0,0
13638,0.820016208755,0.984358808119,0.178742142109,0.939729629103,0.071482719702,0,0,0,0
8066,0.862237301963,0.740280230904,0.500824932179,0.680504269034,0.446711384255,0,0,0,0
14686,0.341660299113,0.517920408639,-0.0627053999721,0.280036876457,0.0656810185296,0,1,0,0
14166,0.241367093572,0.463034270559,-0.18334121291,1.03126493756,0.427036129498,0,0,0,0
13205,0.294151011029,0.512498826544,0.388818802313,0.0496061329971,0.10145349019,0,0,0,0
11239,0.157438911756,0.902310331644,0.589170513503,0.555431242692,-0.0682849311334,0,0,0,0
7047,1.08475648408,0.898771263724,0.540587556175,0.637189673374,-0.0598948435864,0,0,0,0
11090,1.16950794087,0.22151882989,0.337415274031,0.221783671901,0.167165660532,0,0,0,0
12610,0.0431700554122,0.892094756751,0.973849895657,0.787828338264,0.243119812468,0,1,0,0
7247,0.944504892896,0.336886862473,0.101174681576,0.777202878632,-0.0484493685051,0,0,0,0
9390,0.560070029128,0.332577812968,0.330939382132,0.594259784205,0.0513886247277,1,0,0,0
13263,-0.278770721213,0.422323671958,0.832097998724,-0.0108114536522,-0.0369097177338,0,0,0,0
4708,0.891313767899,0.993265545376,0.033420242548,1.02875912441,0.147304403737,0,0,0,0
6730,0.324497162047,0.158899315661,0.31567971516,0.846717059478,0.260135350384,1,0,0,0
7195,0.392931857569,0.469336164336,0.484502451472,0.470465085108,0.0123714279183,0,0,0,0
5195,0.954016686204,0.235770032507,0.463823840266,1.1339256866,0.0276259237335,0,0,0,0
1459,-0.0858953860016,0.307361452029,0.0820776926257,0.131783595231,0.211463731402,0,1,0,0
14726,0.883350774609,0.737398781174,0.769353834028,0.392543805422,0.412782578882,1,1,0,0
3441,0.613628892564,0.447985118112,0.427301859485,-0.20141113436,0.149777588349,0,0,0,0
5872,0.8388355396,0.617194057432,0.723167377459,0.739635941369,0.488091852573,0,0,0,0
10165,-0.19108887139,0.50778819531,0.528016578161,0.495179010075,-0.104804024122,0,0,0,0
5653,0.88019628586,0.527940090007,0.304100234745,0.433069845703,0.416609470436,0,0,0,0
6794,0.642839217149,1.04170431596,0.533179624472,0.177889881662,0.112170582274,0,0,0,0
8201,1.84825920338,0.343148859978,0.726867131947,0.716984995996,0.170463386622,0,0,0,0
10158,0.35257030518,0.470085408679,0.184238436519,0.405839409625,0.122982175897,0,0,0,0
12437,0.400022009057,-0.408380173664,-0.349366292577,-0.071294377282,0.231851039941,0,1,0,0
11377,1.1284794628,0.566969558643,0.581435652143,0.963469746022,0.41953096041,0,0,0,0
5762,0.795331767708,0.777706140589,0.504053230217,0.648714495792,0.246956447032,0,0,0,0
3827,0.676643283984,0.789133179494,0.695509048792,0.956602522472,-0.128404409305,0,0,0,0
14842,0.410856478878,0.834444439474,0.867154205478,0.177537921242,-0.0906823477801,0,1,0,0
6515,0.147060321248,0.453601336445,0.124882535387,1.17939614245,0.0584219735475,0,0,0,0
2673,0.73470623498,0.800841434886,0.548853998574,0.175831774518,-0.00803421810022,0,0,0,0
134,0.336197299447,0.236391481143,0.166412812076,0.469120186009,0.230560686308,0,1,0,0
5651,0.0599208212294,0.633184725276,0.306459671282,0.988055963739,0.444543324031,0,0,0,0
12508,0.57936218616,0.280932932074,-0.0388725980162,0.488419293822,0.119198380377,0,1,0,0
7584,0.548257610381,1.48203071233,0.550829421174,0.747125328966,0.191312608644,0,0,0,0
14048,0.575317424571,0.739015490394,0.183278058333,0.414783846958,-0.186852844726,0,0,0,0
2929,0.150403004559,0.268605700631,-0.333211771282,0.548129371753,0.262057964811,0,0,0,0
10307,0.954555464288,1.52235418495,0.316321710149,1.35718265356,0.0576494288339,0,0,0,0
11708,1.03895693581,1.11450536661,0.652606707854,-0.527809698095,-0.506433523779,0,0,0,0
799,0.528603498846,0.426327402046,0.639673700396,0.0618328699164,0.497401758055,0,1,0,0
10770,0.568722425246,0.357309943006,-0.296024719436,0.00937446336368,0.0753115418518,0,0,0,0
8658,1.56152554625,1.00361799156,0.703163033301,0.611177232624,0.121411689726,0,0,0,0
11121,0.500444175222,0.491580075891,0.758063757284,0.39868837063,-0.043362600158,0,0,0,0
427,0.386569443401,0.458691143978,0.360981268442,0.182190237793,0.26295142477,0,1,0,0
9412,0.470523293459,0.376672501133,-0.575077888786,0.768801546957,0.699096924178,0,0,0,0
13386,0.649558866726,0.189640102807,0.413767801584,0.118794587884,0.16123575129,0,0,0,0
4925,1.16160398687,0.505218414425,-0.345614197841,0.29699557414,0.0785085502217,0,0,0,0
4015,0.0737197522198,0.673715799161,0.388031397434,0.909162567836,0.333831677336,0,0,0,0
11216,0.489904191836,0.609596534031,0.29530973345,0.521819790637,0.809321868938,0,0,1,0
7306,0.824117690016,0.717237631542,0.390446019386,0.882237377478,-0.301132866909,0,0,0,0
14015,0.642065383184,0.85138078931,-0.233486745355,0.933162304253,0.0192001978598,0,0,0,0
7918,0.654468153188,0.642243686453,0.73850261582,0.457880486144,0.384429460897,0,0,0,0
14475,0.306470918351,0.0909020406743,0.0571504193376,0.617609921273,0.20143126315,0,1,0,0
5425,0.283812540238,-0.131501162612,0.39615301322,0.211119790286,0.244673485878,0,0,0,0
1255,0.105438290967,0.138727500453,-0.295367185309,0.34176224355,0.0984941237235,0,1,0,0
6066,0.950928474744,0.733943240969,0.816684275491,0.51673534895,0.217222231671,0,0,0,0
6422,0.422649034415,0.570555577914,0.231233178671,-0.162459382415,0.186978509676,0,0,0,0
6810,0.348338774131,0.829896819917,0.288119912432,0.443126248957,-0.0451445576088,0,0,0,0
5768,1.12864546014,0.0684172425669,-0.555746032299,0.248857332756,0.0653499438319,0,0,0,0
9015,0.738152373858,1.02701603845,0.468529250042,0.292733384736,0.292700602391,0,0,0,0
6087,1.47519893496,0.437796801124,0.460396815527,0.990731277122,0.371079181232,0,0,0,0
5766,0.70510115864,0.49340509565,0.586199970401,0.630602941461,0.258196172311,0,0,0,0
12829,0.961986239159,-0.085012405022,0.341368510644,0.636609418,-0.628648818716,0,0,0,0
9803,0.315769506763,0.337151397462,0.17812863798,0.454056137592,0.150551650663,0,0,0,0
3131,0.566714258523,0.463606893788,0.184791599832,0.781641432573,0.393566402379,0,0,0,0
2318,0.352360379024,0.381266743646,0.064994267955,0.661739813009,0.407959280076,0,0,0,0
1926,1.22856893461,0.292113643594,0.19466110495,0.666486658408,-0.269493657636,0,1,0,0
8314,0.276098205841,0.212444720209,0.877773240223,0.58652271698,-0.00552943244707,0,0,0,0
9228,1.15500245979,-1.24534263603,-0.252935698335,0.786814143697,0.408457797814,0,0,0,0
3037,0.463783796647,0.4978314576,0.865368732499,0.407757242064,-0.105433020533,0,0,0,0
11376,0.903572923875,0.428173537086,0.0112797721098,0.180316395497,0.253045032391,1,0,0,0
5440,0.313795999395,0.565115799998,0.197452392103,0.3560161562,0.294587239662,0,0,0,0
8886,0.618357792098,0.878631704358,0.226107031464,0.330893132225,0.206139906379,1,0,0,0
8674,0.560770537681,0.793640541523,0.388430230135,0.874627738429,0.099166131062,0,0,0,0
7501,0.626423459626,0.95845919924,0.401417631716,0.456444304924,-0.256704949751,1,0,0,0
13916,0.0208714480954,0.379861567806,0.865535546024,0.775896119935,0.547804941084,0,0,0,0
12959,-0.112081836068,0.737807955268,0.664064626651,0.804228309086,0.382946381964,0,0,0,0
5437,0.390836168935,0.289589595283,-0.620600063614,0.155486691981,0.0833955402738,0,0,0,0
3694,0.958823787649,0.0424022980545,0.625385137592,1.08492110079,0.222067560575,0,0,0,0
11193,0.66047119561,0.48458459328,0.347669773872,0.548191184191,1.00575880491,1,0,0,0
13023,1.36895312138,0.657956703052,0.701963380873,0.168401933409,0.192318557229,1,0,0,0
3746,1.01778076132,0.746519725914,0.179564025264,0.344733254945,0.364506214627,0,0,0,0
10814,1.11849543601,0.36037661799,0.343806579378,0.168782429564,0.24917458994,1,0,0,0
13130,-0.140779659207,0.137294791929,0.314752378331,0.354278080561,-0.00613805265663,0,0,0,0
12180,0.177107046237,0.616919212375,-0.343977037653,0.226461050618,-0.00881930565859,0,1,0,0
8537,0.0690933039869,0.76051206559,0.406131021202,0.741024277248,0.0580030190463,0,0,0,0
4851,0.282654486855,0.33774987929,-0.245846402562,0.215745338131,0.0421930220178,0,0,0,0
7810,0.523677344062,0.518050373647,0.354398776886,0.923033406589,-0.00214405130901,0,0,0,0
381,0.382363398461,0.0719963906855,0.0252124873316,0.119067834947,0.282966367749,0,1,0,0
10347,0.878715802274,0.953768148872,0.394786188991,0.76492225757,0.521466600497,1,0,0,0
4245,0.955444098782,1.1695634052,0.574249130536,0.793286428876,0.112051903183,0,0,0,0
7472,0.154979455696,1.04225143839,0.363950412904,0.548597802931,0.548465312128,0,0,0,0
4073,0.424064732744,-0.364043049436,-0.101111785088,0.3333220158,0.33968387487,0,0,0,0
2788,-0.692453585046,1.28047229115,0.767731411747,0.630372006167,0.152262675734,0,0,0,0
6625,0.974613646502,0.267844773976,0.780400533763,0.124933946601,-0.143380687162,0,0,0,0
0,0.387300915229,-0.0154112715841,-0.160358626508,0.318655770036,0.494714792094,0,1,0,0
9267,0.079291452408,0.508285823363,0.675155474161,0.69813932084,0.379315182927,0,0,0,0
7814,-0.169903008816,1.03613223085,0.793955058632,0.46724013322,0.0963790137425,0,0,0,0
3060,0.836244870619,0.0961206387342,0.118585129395,0.509495381695,0.197829003979,0,0,0,0
8444,0.877530602302,0.270353125431,0.456099855289,0.971770326824,-0.0170869169225,1,0,0,0
2549,0.655819718937,1.11357526963,0.256023951735,0.579213715996,0.277232848328,0,0,0,0
12729,-0.0144686353733,0.853043451877,0.889808290168,0.88558030564,-0.0433001758924,0,1,0,0
9371,1.44738737751,1.38359454594,0.236309921478,0.09540737295,0.285847646303,1,0,0,0
11606,0.360917768124,0.0138157833334,1.06794056877,0.0569143212362,0.744705227125,0,0,0,0
11683,1.03698428698,0.235559977959,0.0110060434145,0.265451399851,0.842686194781,0,0,0,0
12055,0.570525018079,-0.0595724397584,-0.0839927724837,0.302390957475,0.0869563029677,0,1,0,0
3503,0.368141288549,0.66447939971,0.499000483058,0.598561132517,0.251795401296,0,0,0,0
7856,0.982861020556,0.7524421,0.6430565022,0.864653273388,0.133164075243,0,0,0,0
5344,0.471719919581,0.626822859735,0.427600499441,0.877740589274,0.354247186521,0,0,0,0
5800,0.514865292437,0.957639676549,0.681559365083,0.198756895831,0.0629336984028,0,0,0,0
5665,0.323329089043,0.467025497019,0.73000178332,0.492459309914,0.0411431275151,0,0,0,0
316,0.515601173236,0.25413987447,-0.208387198061,0.212053799613,0.158574884712,0,1,0,0
2314,0.147014699992,0.0868844372951,0.303224922246,0.370789873822,0.365775651127,0,0,0,0
6733,1.02669317872,0.267180177055,0.442093980074,0.454584368213,0.128460821345,0,0,0,0
12692,0.680816016052,0.914046994265,0.9511356103,0.865078087251,0.076121223555,0,1,0,0
9253,0.571711965607,0.591226338706,0.541342733248,0.411638389918,0.0384560473897,1,0,0,0
2018,1.0999077569,0.921859910293,-0.0377130031413,0.302889780556,0.11650398421,0,0,0,0
3316,1.70337428318,0.845439407439,0.279625183602,0.526689933551,-0.0695223894951,0,0,0,0
4441,0.177601514904,0.48434821771,0.503693919364,0.540327559151,0.15019865217,0,0,0,0
12212,0.779544109454,0.418388940474,0.54904819504,0.591157512899,0.293946408049,0,1,0,0
3980,0.913015941268,0.851137017197,0.289532773281,0.708405870958,0.091101977726,0,0,0,0
5156,0.996801478872,0.979039373267,0.371230291258,0.647002553814,0.300989531202,0,0,0,0
5863,0.574514340633,0.564561309535,0.39385097312,0.140337518467,-0.0381456530846,0,0,0,0
5118,0.782356315165,1.07300837189,0.234738915102,0.655102699158,0.0830171970376,0,0,1,0
6874,0.502439679277,1.49617252971,0.661774523273,0.417851228389,-0.0720824989605,0,0,0,0
4265,0.587193897934,0.00988998864074,0.923725398408,0.609553400361,0.201994766052,0,0,0,0
6220,0.780808699181,0.731553927822,0.196633687116,0.569774857134,0.229324466877,0,0,0,0
7139,0.88275099219,0.409471568539,0.708893204473,0.886496242051,0.0640649876,0,0,0,0
9863,0.278028584646,0.729183160966,0.324080520938,0.564483863916,-0.377664652804,0,0,0,0
6176,0.103122749258,0.291533975359,0.869816396047,0.397619264079,0.288002125215,0,0,0,0
8854,0.609813121053,0.629106125837,-0.262486175762,0.659287916013,0.128145545582,0,0,0,0
9666,0.927728869251,0.375051026249,0.436521792954,0.630896312436,0.0701681237497,0,0,0,0
4301,0.630429779304,0.681695514833,0.343058263625,0.93054702563,-0.0270804506054,0,0,0,0
11818,0.414339139948,0.371746602768,0.200867109536,0.465382233943,-0.0151394853536,0,0,0,0
5163,0.840121434482,0.356493064708,0.149574334761,0.460875511508,0.127173941703,1,0,0,0
12458,0.431065453115,0.190191152095,-0.0530205686747,0.137843821446,0.372201002914,0,1,0,0
9535,0.732467669479,0.546294350193,-0.0405830609701,-0.107414802211,0.0107977599891,0,0,0,0
10685,0.811298202377,0.617406058246,0.270589681222,0.736797597222,0.113180621357,0,0,0,0
216,-0.157325019977,0.46328334136,-0.204917080076,0.240759239942,0.194152531979,0,1,0,0
14815,-0.963975930395,0.742525683237,0.912241499627,0.910375552909,0.284700448745,0,1,0,0
7078,0.609021873188,0.166190753538,-0.00350815396378,1.09927050369,0.0804176475857,1,0,0,0
